checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment,installment_rate,sex,other_debtors,residence_since,property,age,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
<0,6,existing_paid,business,3081,<100,>7yr,4,male,none,3,savings_insurance,55,bank,rent,1,skilled,1,yes,yes,good
0_to_200,24,critical,car_used,250,<100,>7yr,3,male,none,3,car,22,bank,rent,2,skilled,1,no,yes,good
no_checking,24,existing_paid,radio_tv,1025,100_to_500,>7yr,4,female,none,4,real_estate,39,none,own,2,skilled,1,yes,yes,bad
0_to_200,6,existing_paid,other,1165,<100,1_to_4yr,4,male,none,3,unknown,28,none,own,2,skilled,1,yes,yes,good
no_checking,24,no_credits,other,3197,<100,>7yr,4,male,none,3,unknown,45,none,own,1,unskilled_nonres,1,yes,yes,good
<0,6,critical,car_used,1845,<100,<1yr,4,male,none,4,car,32,none,free,2,highly_skilled,1,no,yes,good
no_checking,36,existing_paid,car_new,510,100_to_500,unemployed,1,female,none,4,real_estate,35,none,rent,2,skilled,1,yes,yes,bad
<0,18,delayed,car_new,745,unknown,>7yr,3,male,none,2,car,28,none,rent,1,skilled,1,yes,yes,good
no_checking,6,critical,radio_tv,2162,<100,>7yr,4,female,none,3,car,32,none,own,1,highly_skilled,1,yes,yes,good
no_checking,24,existing_paid,radio_tv,1683,<100,<1yr,4,female,none,2,unknown,53,none,free,1,unskilled_res,1,no,yes,good
>200,24,existing_paid,radio_tv,1073,<100,<1yr,3,male,none,1,unknown,59,none,own,2,unskilled_res,2,no,yes,good
no_checking,72,critical,furniture,1172,<100,unemployed,2,male,none,3,car,22,none,own,1,skilled,1,no,yes,good
0_to_200,24,existing_paid,car_new,3383,<100,<1yr,4,female,none,4,real_estate,26,stores,free,1,skilled,1,yes,yes,bad
>200,18,existing_paid,radio_tv,1134,<100,<1yr,4,male,none,2,unknown,42,none,own,3,skilled,1,yes,yes,good
no_checking,36,no_credits,furniture,1670,100_to_500,>7yr,1,male,none,4,car,40,none,rent,2,skilled,1,yes,yes,good
0_to_200,18,critical,radio_tv,12745,<100,4_to_7yr,3,female,none,4,car,26,none,own,3,unskilled_res,1,no,yes,good
no_checking,60,existing_paid,furniture,502,<100,>7yr,2,female,none,4,savings_insurance,46,none,rent,4,skilled,1,yes,yes,good
no_checking,24,existing_paid,furniture,341,500_to_1000,>7yr,2,female,none,2,savings_insurance,47,none,own,1,unskilled_res,1,yes,yes,good
<0,24,delayed,car_used,3660,500_to_1000,1_to_4yr,1,female,none,4,savings_insurance,26,none,rent,2,skilled,1,no,yes,good
>200,12,existing_paid,car_new,981,<100,>7yr,3,male,none,2,real_estate,46,none,free,1,skilled,1,yes,yes,good
no_checking,24,existing_paid,car_used,1357,>1000,4_to_7yr,3,male,none,3,savings_insurance,60,none,rent,2,highly_skilled,1,yes,yes,bad
<0,48,critical,car_new,895,unknown,1_to_4yr,3,female,none,1,car,26,bank,own,1,skilled,1,yes,yes,bad
<0,48,no_credits,furniture,1431,<100,1_to_4yr,4,male,none,1,real_estate,20,none,rent,4,unskilled_res,1,yes,yes,good
0_to_200,12,existing_paid,car_new,7621,500_to_1000,1_to_4yr,4,male,none,4,real_estate,35,none,own,2,skilled,1,no,yes,good
no_checking,12,existing_paid,car_new,3721,<100,>7yr,2,female,none,3,real_estate,41,none,own,2,skilled,1,no,yes,bad
0_to_200,48,existing_paid,radio_tv,3928,<100,>7yr,1,male,none,2,savings_insurance,27,none,own,1,skilled,1,yes,yes,good
0_to_200,60,existing_paid,car_used,505,<100,1_to_4yr,4,male,none,2,unknown,54,none,rent,1,skilled,1,yes,yes,bad
0_to_200,12,existing_paid,radio_tv,641,<100,>7yr,2,male,none,3,real_estate,54,none,own,2,skilled,1,no,yes,bad
>200,24,existing_paid,radio_tv,250,<100,<1yr,4,male,co-applicant,1,real_estate,29,none,rent,1,skilled,1,no,yes,good
0_to_200,18,existing_paid,radio_tv,872,<100,>7yr,4,male,none,4,unknown,42,bank,free,2,skilled,1,yes,yes,good
no_checking,48,critical,other,4277,500_to_1000,1_to_4yr,3,male,none,1,unknown,53,bank,own,1,skilled,1,no,yes,bad
<0,12,delayed,car_new,2879,<100,unemployed,4,male,none,2,real_estate,31,none,rent,2,unskilled_res,1,yes,yes,bad
<0,12,existing_paid,radio_tv,1481,<100,1_to_4yr,1,male,none,3,car,33,none,own,1,skilled,1,no,yes,good
no_checking,36,delayed,other,1772,500_to_1000,4_to_7yr,2,female,none,3,car,52,none,rent,2,skilled,1,no,yes,bad
<0,12,existing_paid,business,972,<100,<1yr,3,male,none,3,car,24,none,own,2,unskilled_res,1,no,yes,good
no_checking,24,existing_paid,car_new,2173,unknown,>7yr,3,female,none,2,savings_insurance,49,none,own,1,unskilled_nonres,1,no,yes,good
<0,24,existing_paid,car_used,3602,unknown,<1yr,4,male,none,4,unknown,22,none,own,1,skilled,1,yes,yes,bad
>200,18,existing_paid,car_new,422,<100,>7yr,1,male,none,3,real_estate,36,none,own,1,skilled,1,no,yes,bad
no_checking,24,delayed,radio_tv,2367,unknown,4_to_7yr,3,female,none,1,real_estate,19,none,own,1,skilled,1,no,yes,bad
0_to_200,24,critical,radio_tv,4184,unknown,1_to_4yr,3,male,none,3,savings_insurance,38,none,own,1,skilled,1,no,yes,bad
<0,12,existing_paid,car_used,1244,<100,1_to_4yr,4,female,none,4,savings_insurance,42,none,own,2,skilled,1,yes,yes,good
<0,24,existing_paid,radio_tv,3396,<100,4_to_7yr,2,male,none,2,unknown,39,none,own,1,skilled,1,no,yes,good
0_to_200,48,existing_paid,radio_tv,18424,<100,4_to_7yr,3,female,none,1,car,48,none,own,1,skilled,1,no,no,good
no_checking,36,critical,furniture,1645,100_to_500,4_to_7yr,4,male,none,4,real_estate,19,none,free,1,skilled,1,yes,yes,good
<0,12,critical,business,2575,<100,1_to_4yr,2,female,none,3,savings_insurance,32,bank,own,1,highly_skilled,1,yes,yes,bad
<0,12,existing_paid,radio_tv,930,<100,1_to_4yr,4,male,guarantor,3,savings_insurance,49,stores,rent,1,highly_skilled,1,yes,yes,good
no_checking,18,delayed,car_new,2128,<100,>7yr,3,female,none,1,unknown,36,none,own,4,skilled,2,no,yes,bad
0_to_200,24,existing_paid,radio_tv,2735,>1000,<1yr,4,male,none,2,car,54,none,own,3,highly_skilled,1,no,yes,bad
0_to_200,24,existing_paid,car_used,2154,unknown,1_to_4yr,4,male,none,3,car,40,stores,own,1,skilled,1,no,yes,good
no_checking,36,delayed,radio_tv,722,100_to_500,1_to_4yr,2,female,none,2,car,19,stores,own,1,skilled,1,yes,yes,good
no_checking,12,existing_paid,other,2177,<100,>7yr,3,male,none,3,car,35,none,own,2,skilled,1,no,yes,good
<0,6,existing_paid,business,6741,>1000,>7yr,4,male,none,3,car,42,none,own,1,skilled,1,no,yes,bad
no_checking,24,critical,furniture,2707,<100,1_to_4yr,3,female,guarantor,2,real_estate,37,none,rent,1,highly_skilled,1,yes,yes,bad
<0,36,existing_paid,car_used,4297,<100,<1yr,4,male,none,4,car,41,none,free,1,skilled,1,yes,yes,good
no_checking,12,existing_paid,car_used,1460,<100,unemployed,3,male,none,4,car,25,none,own,1,highly_skilled,1,yes,yes,good
<0,24,existing_paid,radio_tv,3550,<100,1_to_4yr,1,male,co-applicant,4,car,37,none,free,3,skilled,1,no,yes,good
no_checking,18,existing_paid,car_new,2324,<100,1_to_4yr,3,female,none,1,unknown,44,none,own,2,skilled,1,yes,yes,good
no_checking,48,critical,radio_tv,768,<100,>7yr,4,male,none,2,car,34,none,own,1,skilled,1,yes,yes,bad
0_to_200,48,existing_paid,car_new,2408,<100,1_to_4yr,2,male,none,3,car,26,none,own,1,skilled,1,yes,yes,bad
<0,18,existing_paid,car_used,740,unknown,1_to_4yr,4,female,none,2,unknown,27,none,free,2,skilled,2,no,yes,good
>200,12,existing_paid,car_new,1022,unknown,>7yr,4,female,none,4,real_estate,32,stores,free,2,skilled,2,yes,yes,good
0_to_200,24,existing_paid,other,2143,<100,1_to_4yr,3,male,none,2,savings_insurance,48,none,free,2,highly_skilled,2,yes,yes,good
no_checking,12,existing_paid,radio_tv,2362,unknown,4_to_7yr,1,male,guarantor,3,car,42,none,own,2,unskilled_res,1,no,yes,bad
no_checking,36,existing_paid,furniture,619,<100,<1yr,4,male,none,3,savings_insurance,23,none,own,1,skilled,2,no,yes,good
0_to_200,48,existing_paid,car_new,4668,<100,1_to_4yr,2,male,none,3,car,32,bank,own,2,skilled,1,no,yes,good
0_to_200,36,existing_paid,radio_tv,3025,<100,>7yr,4,male,none,2,car,49,none,own,2,highly_skilled,1,no,yes,good
0_to_200,48,existing_paid,car_new,958,<100,4_to_7yr,3,male,none,3,car,37,none,own,1,skilled,1,no,yes,good
no_checking,24,critical,radio_tv,453,<100,1_to_4yr,3,male,none,2,unknown,61,none,own,2,skilled,1,no,yes,good
>200,12,critical,education,1586,unknown,4_to_7yr,4,male,none,4,real_estate,40,bank,own,1,skilled,1,no,yes,good
no_checking,36,existing_paid,radio_tv,1210,unknown,>7yr,3,female,none,1,car,39,none,own,1,skilled,1,yes,yes,good
0_to_200,24,critical,radio_tv,2001,unknown,1_to_4yr,3,female,none,4,car,37,none,own,1,unskilled_res,1,no,yes,good
0_to_200,36,critical,radio_tv,1304,>1000,1_to_4yr,3,female,none,4,savings_insurance,19,none,own,1,skilled,1,yes,yes,good
no_checking,18,existing_paid,business,296,unknown,>7yr,3,male,none,2,real_estate,34,stores,own,1,highly_skilled,1,yes,yes,good
0_to_200,12,critical,business,1274,<100,<1yr,3,male,none,4,unknown,43,none,own,1,highly_skilled,1,no,no,good
no_checking,72,critical,radio_tv,1373,unknown,4_to_7yr,4,female,none,1,car,23,none,own,1,unskilled_res,1,no,yes,good
>200,12,existing_paid,car_used,3198,unknown,4_to_7yr,3,male,none,4,car,27,none,own,1,highly_skilled,1,no,yes,good
no_checking,72,existing_paid,furniture,964,<100,4_to_7yr,3,male,none,3,car,21,none,own,1,skilled,1,no,yes,bad
>200,72,existing_paid,car_new,8191,<100,1_to_4yr,4,female,none,2,real_estate,40,none,own,1,unskilled_res,1,no,yes,good
no_checking,36,existing_paid,radio_tv,323,>1000,1_to_4yr,2,female,none,3,savings_insurance,30,none,own,2,unskilled_nonres,1,no,yes,good
0_to_200,36,existing_paid,furniture,5884,>1000,4_to_7yr,2,female,co-applicant,1,savings_insurance,27,none,free,1,unskilled_res,1,no,no,good
<0,24,existing_paid,car_new,1477,<100,<1yr,4,female,none,4,unknown,47,bank,free,1,skilled,1,no,yes,good
<0,48,existing_paid,car_new,3919,<100,1_to_4yr,4,male,none,1,real_estate,40,none,own,2,unskilled_res,1,yes,yes,good
no_checking,18,existing_paid,furniture,1942,<100,<1yr,3,male,guarantor,3,unknown,63,none,own,2,skilled,1,yes,yes,good
0_to_200,24,existing_paid,business,5042,<100,unemployed,3,female,none,3,unknown,33,bank,rent,2,skilled,1,no,yes,good
no_checking,24,existing_paid,radio_tv,1275,>1000,>7yr,1,female,none,4,unknown,24,none,own,1,skilled,1,yes,yes,good
<0,24,existing_paid,radio_tv,672,<100,1_to_4yr,3,male,none,2,savings_insurance,36,none,own,1,skilled,1,yes,yes,bad
no_checking,24,critical,furniture,6492,<100,>7yr,3,male,none,3,unknown,34,none,own,2,skilled,2,yes,no,bad
>200,18,existing_paid,radio_tv,1632,<100,<1yr,3,male,none,3,savings_insurance,46,none,own,1,unskilled_res,1,yes,yes,bad
no_checking,24,critical,furniture,2207,unknown,4_to_7yr,3,female,none,4,real_estate,47,none,own,1,highly_skilled,1,no,yes,bad
no_checking,48,existing_paid,radio_tv,5493,>1000,<1yr,1,female,none,1,real_estate,39,none,rent,1,skilled,1,no,yes,bad
no_checking,12,existing_paid,car_new,714,<100,>7yr,2,male,none,2,unknown,39,none,rent,2,skilled,2,no,yes,good
<0,60,existing_paid,furniture,3090,<100,>7yr,4,male,none,2,real_estate,28,bank,own,1,skilled,1,no,yes,good
no_checking,36,critical,car_used,1063,unknown,<1yr,3,male,none,4,car,46,none,own,3,unskilled_res,1,no,yes,good
<0,48,existing_paid,car_used,1605,100_to_500,>7yr,3,female,none,2,real_estate,29,none,own,2,highly_skilled,1,no,yes,bad
0_to_200,24,critical,other,1929,unknown,<1yr,1,female,none,3,savings_insurance,35,none,own,1,skilled,1,no,yes,bad
0_to_200,36,existing_paid,car_new,468,100_to_500,4_to_7yr,1,female,none,2,real_estate,52,stores,own,2,unskilled_res,1,no,yes,good
<0,6,existing_paid,car_used,896,unknown,>7yr,4,male,none,4,car,26,none,own,2,highly_skilled,1,yes,yes,good
no_checking,48,critical,furniture,6099,500_to_1000,>7yr,3,male,none,4,car,36,none,own,2,skilled,1,yes,yes,good
0_to_200,6,all_paid,business,4014,<100,>7yr,3,male,none,3,unknown,35,none,own,1,skilled,1,no,yes,bad
no_checking,48,critical,furniture,1708,unknown,1_to_4yr,2,male,none,3,car,47,none,own,2,skilled,1,no,no,good
0_to_200,72,no_credits,radio_tv,2250,<100,<1yr,4,female,guarantor,2,unknown,41,none,rent,1,skilled,1,no,yes,bad
no_checking,18,critical,business,1387,<100,<1yr,2,female,none,1,savings_insurance,29,none,own,3,unskilled_res,1,no,yes,good
<0,12,critical,car_used,6129,unknown,1_to_4yr,2,female,none,2,car,50,bank,rent,1,skilled,2,yes,yes,good
no_checking,36,critical,furniture,1509,100_to_500,>7yr,3,female,none,3,car,35,none,own,1,skilled,1,yes,yes,good
0_to_200,18,critical,furniture,2227,<100,<1yr,2,male,none,3,savings_insurance,42,none,own,2,unskilled_res,1,no,yes,good
no_checking,48,existing_paid,education,5071,<100,4_to_7yr,2,female,none,4,car,39,none,own,2,skilled,1,yes,yes,good
<0,12,existing_paid,car_new,898,unknown,1_to_4yr,3,female,none,3,car,37,none,own,1,skilled,1,no,yes,bad
no_checking,12,existing_paid,car_used,7353,<100,1_to_4yr,4,female,none,3,car,41,none,own,1,skilled,1,no,yes,bad
0_to_200,72,critical,radio_tv,456,100_to_500,4_to_7yr,4,male,none,3,car,32,bank,rent,1,unskilled_nonres,1,no,yes,good
0_to_200,36,existing_paid,radio_tv,7837,<100,1_to_4yr,3,male,none,3,real_estate,29,none,rent,3,skilled,1,yes,yes,good
<0,48,existing_paid,furniture,1292,>1000,>7yr,1,male,none,2,car,33,none,own,2,skilled,2,no,yes,good
<0,18,existing_paid,radio_tv,1453,>1000,<1yr,2,female,none,3,real_estate,37,none,own,2,skilled,1,no,yes,good
0_to_200,36,existing_paid,car_new,329,unknown,>7yr,4,male,none,3,car,41,bank,own,1,skilled,2,no,yes,good
<0,24,existing_paid,furniture,1200,unknown,<1yr,3,male,guarantor,4,car,35,none,own,1,skilled,1,no,yes,good
<0,24,critical,furniture,709,100_to_500,<1yr,4,male,none,4,unknown,41,none,own,2,skilled,2,no,yes,good
<0,36,existing_paid,business,1046,<100,4_to_7yr,1,male,none,2,real_estate,36,none,own,2,unskilled_nonres,1,yes,yes,good
0_to_200,24,existing_paid,car_used,1597,unknown,>7yr,3,male,none,1,real_estate,19,none,own,1,skilled,1,no,yes,good
no_checking,24,existing_paid,business,4281,<100,1_to_4yr,1,male,none,3,real_estate,25,none,own,2,skilled,2,no,yes,good
0_to_200,18,critical,radio_tv,2179,<100,1_to_4yr,3,male,co-applicant,3,savings_insurance,34,none,own,1,highly_skilled,1,yes,yes,bad
<0,36,critical,car_new,2384,100_to_500,1_to_4yr,4,male,none,2,car,22,none,own,1,skilled,1,yes,yes,good
no_checking,12,existing_paid,radio_tv,674,unknown,<1yr,4,female,none,4,car,41,none,own,1,skilled,1,yes,yes,bad
0_to_200,36,critical,car_new,818,unknown,>7yr,3,male,none,4,car,52,none,rent,1,skilled,1,no,yes,good
no_checking,12,critical,other,9125,500_to_1000,>7yr,3,female,none,4,unknown,32,none,own,1,highly_skilled,1,no,yes,good
no_checking,24,existing_paid,business,932,<100,<1yr,4,male,none,2,savings_insurance,33,none,rent,1,skilled,2,yes,no,good
<0,36,existing_paid,car_used,8027,<100,1_to_4yr,4,male,none,4,real_estate,52,none,rent,1,skilled,1,no,yes,bad
0_to_200,12,existing_paid,car_used,1452,<100,>7yr,1,female,none,4,real_estate,41,none,rent,2,highly_skilled,1,no,yes,good
0_to_200,12,critical,furniture,1811,<100,1_to_4yr,3,male,none,3,car,32,none,free,1,unskilled_res,1,yes,yes,good
>200,12,all_paid,furniture,4737,<100,4_to_7yr,2,male,none,3,car,29,none,own,1,unskilled_res,1,yes,yes,bad
0_to_200,24,critical,furniture,5679,<100,unemployed,3,male,none,4,car,32,none,rent,1,unskilled_res,1,yes,yes,good
no_checking,48,existing_paid,car_used,1636,<100,4_to_7yr,3,female,none,3,savings_insurance,33,bank,own,1,skilled,1,no,yes,good
no_checking,6,no_credits,radio_tv,1274,<100,<1yr,3,male,none,3,savings_insurance,37,none,own,2,unskilled_nonres,1,yes,yes,good
0_to_200,36,existing_paid,car_new,1719,<100,>7yr,3,female,co-applicant,3,unknown,39,none,rent,1,highly_skilled,1,no,yes,bad
no_checking,18,no_credits,business,2450,>1000,1_to_4yr,2,male,none,3,real_estate,36,none,free,2,skilled,1,no,yes,good
<0,24,existing_paid,education,4032,<100,1_to_4yr,3,male,none,2,car,40,bank,rent,2,unskilled_nonres,1,no,yes,good
<0,60,critical,furniture,1814,500_to_1000,>7yr,4,male,none,4,savings_insurance,49,none,free,1,skilled,1,yes,yes,good
no_checking,18,critical,business,3155,500_to_1000,unemployed,4,male,none,3,real_estate,46,bank,rent,1,unskilled_res,1,no,yes,good
0_to_200,24,delayed,car_used,7899,<100,1_to_4yr,2,male,none,3,car,19,none,own,1,skilled,1,no,yes,bad
<0,6,critical,car_new,2548,100_to_500,1_to_4yr,4,male,none,1,savings_insurance,19,none,free,1,skilled,1,yes,yes,good
<0,12,existing_paid,radio_tv,2393,<100,1_to_4yr,4,male,co-applicant,3,car,46,none,own,2,skilled,2,yes,yes,good
>200,18,critical,furniture,460,500_to_1000,>7yr,2,female,none,2,car,39,none,rent,1,unskilled_res,1,no,yes,good
<0,6,existing_paid,radio_tv,250,<100,>7yr,1,male,guarantor,1,car,33,none,rent,1,skilled,1,no,yes,good
no_checking,24,delayed,business,2564,<100,<1yr,4,male,none,3,car,23,none,rent,1,skilled,1,yes,yes,good
<0,24,existing_paid,other,1660,<100,4_to_7yr,4,female,none,3,car,39,none,own,1,skilled,1,no,yes,good
0_to_200,24,no_credits,radio_tv,1137,<100,1_to_4yr,4,male,none,3,savings_insurance,41,none,own,1,skilled,2,no,yes,good
0_to_200,12,critical,radio_tv,2251,<100,>7yr,4,male,none,1,car,44,none,own,1,unskilled_res,1,no,yes,bad
0_to_200,18,existing_paid,car_new,1712,<100,1_to_4yr,3,female,none,3,car,45,none,rent,1,highly_skilled,1,yes,yes,good
0_to_200,36,existing_paid,car_new,4989,<100,4_to_7yr,3,female,none,2,real_estate,35,none,own,1,skilled,1,no,yes,good
no_checking,60,critical,radio_tv,1953,<100,1_to_4yr,1,male,guarantor,4,unknown,29,none,own,2,unskilled_nonres,1,yes,yes,good
0_to_200,12,existing_paid,furniture,923,<100,1_to_4yr,2,female,none,3,car,34,none,own,2,skilled,1,no,no,good
0_to_200,48,delayed,furniture,4407,<100,1_to_4yr,3,male,none,3,car,19,none,rent,1,highly_skilled,1,no,yes,bad
no_checking,24,existing_paid,car_used,1487,<100,<1yr,3,male,none,2,unknown,38,stores,rent,1,skilled,2,yes,yes,good
no_checking,24,existing_paid,radio_tv,2904,unknown,>7yr,3,male,none,1,savings_insurance,35,none,free,4,skilled,2,no,yes,good
>200,24,existing_paid,car_new,1176,100_to_500,1_to_4yr,4,female,none,4,savings_insurance,19,none,own,1,skilled,1,yes,yes,bad
0_to_200,12,existing_paid,radio_tv,1007,>1000,>7yr,2,male,none,2,savings_insurance,37,none,own,1,skilled,1,no,yes,good
0_to_200,12,critical,car_new,1950,<100,1_to_4yr,3,male,none,3,savings_insurance,25,bank,own,1,highly_skilled,1,yes,yes,good
0_to_200,24,existing_paid,car_new,1829,unknown,4_to_7yr,1,male,none,3,unknown,49,none,own,2,unskilled_res,2,no,yes,good
<0,18,existing_paid,furniture,2784,unknown,>7yr,3,male,guarantor,1,car,34,bank,rent,1,skilled,2,yes,yes,good
<0,60,existing_paid,car_used,1419,<100,4_to_7yr,4,male,none,4,real_estate,35,none,own,3,skilled,1,no,yes,good
<0,24,existing_paid,business,346,<100,>7yr,4,male,none,3,car,25,none,own,2,skilled,1,no,yes,good
no_checking,12,existing_paid,car_new,1224,100_to_500,>7yr,4,male,none,2,unknown,31,bank,own,2,highly_skilled,1,no,yes,good
0_to_200,36,no_credits,car_new,3693,<100,1_to_4yr,2,male,none,1,car,26,none,own,2,skilled,1,yes,yes,good
<0,18,existing_paid,radio_tv,1383,<100,4_to_7yr,3,male,none,2,car,34,bank,rent,1,skilled,1,no,yes,good
<0,24,existing_paid,furniture,1448,<100,<1yr,2,male,none,4,car,54,none,own,1,skilled,1,yes,yes,bad
<0,36,critical,car_new,4392,<100,1_to_4yr,3,male,none,3,savings_insurance,20,none,free,2,skilled,1,no,no,good
<0,60,no_credits,car_new,952,<100,1_to_4yr,4,male,none,2,savings_insurance,19,none,own,3,skilled,1,no,yes,bad
no_checking,36,existing_paid,other,451,unknown,4_to_7yr,4,female,none,1,car,44,none,own,1,skilled,1,no,yes,good
no_checking,36,existing_paid,radio_tv,1564,<100,1_to_4yr,4,male,none,3,savings_insurance,33,none,own,3,unskilled_res,1,no,yes,bad
no_checking,36,critical,furniture,1169,500_to_1000,1_to_4yr,2,male,guarantor,3,car,28,none,own,1,skilled,1,yes,yes,good
no_checking,60,existing_paid,furniture,757,<100,1_to_4yr,4,male,none,3,car,47,none,free,1,unskilled_res,1,no,yes,good
>200,18,existing_paid,car_used,1544,100_to_500,>7yr,1,male,none,3,car,29,none,own,1,highly_skilled,1,yes,yes,bad
no_checking,6,existing_paid,furniture,2813,<100,<1yr,4,male,none,2,real_estate,56,none,own,1,skilled,1,no,yes,bad
no_checking,18,delayed,radio_tv,1792,<100,unemployed,2,male,none,3,real_estate,43,none,own,1,skilled,1,no,yes,good
<0,12,existing_paid,business,2383,<100,<1yr,2,male,none,4,savings_insurance,30,none,own,1,skilled,1,no,yes,good
<0,36,critical,car_new,9247,<100,>7yr,3,male,none,2,savings_insurance,59,none,free,1,skilled,1,no,yes,good
no_checking,24,existing_paid,business,1327,<100,>7yr,4,male,none,3,savings_insurance,29,none,own,1,skilled,1,yes,yes,bad
0_to_200,24,critical,car_new,2322,unknown,4_to_7yr,1,male,none,3,car,44,stores,own,1,skilled,1,no,yes,good
0_to_200,6,delayed,car_new,1143,<100,>7yr,3,male,guarantor,3,real_estate,39,none,free,4,skilled,1,yes,yes,good
no_checking,36,critical,car_new,844,unknown,<1yr,4,male,co-applicant,2,savings_insurance,50,none,own,1,highly_skilled,1,no,yes,good
no_checking,18,critical,car_new,1068,unknown,>7yr,3,male,guarantor,4,savings_insurance,53,none,own,1,skilled,1,no,yes,good
>200,36,critical,business,1175,<100,<1yr,2,male,none,3,car,36,none,own,1,skilled,1,yes,yes,good
0_to_200,24,all_paid,furniture,2498,<100,<1yr,3,female,none,3,savings_insurance,43,stores,own,1,skilled,1,yes,yes,good
0_to_200,18,existing_paid,car_new,14975,500_to_1000,<1yr,3,male,none,2,savings_insurance,41,none,free,2,unskilled_res,1,yes,no,bad
no_checking,12,existing_paid,other,949,<100,4_to_7yr,4,female,none,2,unknown,23,none,own,1,skilled,1,no,yes,bad
<0,12,existing_paid,business,1242,<100,>7yr,4,male,none,1,real_estate,58,none,rent,2,skilled,1,yes,yes,good
<0,48,existing_paid,radio_tv,1708,<100,1_to_4yr,3,male,guarantor,4,car,37,none,own,1,skilled,1,no,yes,good
no_checking,60,all_paid,business,2581,<100,>7yr,4,female,none,2,unknown,32,none,rent,1,skilled,2,no,yes,bad
<0,24,critical,car_new,2292,<100,1_to_4yr,3,female,none,3,car,19,none,own,1,skilled,1,yes,yes,good
<0,12,delayed,education,5742,>1000,<1yr,1,male,none,3,car,21,none,own,1,unskilled_res,1,no,yes,good
no_checking,24,no_credits,radio_tv,250,<100,1_to_4yr,2,male,none,3,real_estate,25,none,own,1,skilled,1,no,yes,good
0_to_200,36,existing_paid,business,250,100_to_500,4_to_7yr,3,female,none,3,savings_insurance,35,none,own,1,highly_skilled,2,yes,yes,good
0_to_200,36,critical,education,1157,<100,>7yr,2,female,none,3,savings_insurance,33,none,free,1,skilled,1,no,yes,bad
no_checking,12,critical,furniture,4854,unknown,1_to_4yr,4,male,none,2,real_estate,24,none,own,1,skilled,1,yes,yes,good
0_to_200,6,critical,radio_tv,441,<100,4_to_7yr,4,male,none,2,savings_insurance,41,bank,own,4,unskilled_res,1,yes,yes,good
no_checking,36,no_credits,car_used,250,unknown,1_to_4yr,2,male,none,3,savings_insurance,49,bank,own,1,highly_skilled,1,no,yes,good
0_to_200,24,critical,car_used,3023,<100,4_to_7yr,3,male,none,3,car,43,bank,own,1,skilled,1,no,yes,good
no_checking,18,all_paid,car_new,2251,<100,>7yr,4,male,co-applicant,2,unknown,46,none,rent,1,skilled,1,no,yes,good
no_checking,6,no_credits,business,677,<100,unemployed,4,male,none,3,real_estate,27,none,rent,1,highly_skilled,1,no,yes,good
<0,24,existing_paid,car_used,744,>1000,>7yr,4,male,none,2,savings_insurance,20,none,own,1,skilled,1,no,yes,bad
<0,48,critical,radio_tv,755,<100,1_to_4yr,3,female,none,2,savings_insurance,41,none,rent,2,skilled,1,yes,yes,good
0_to_200,60,critical,furniture,1997,100_to_500,1_to_4yr,4,male,none,1,savings_insurance,32,none,rent,3,skilled,1,yes,yes,good
no_checking,24,existing_paid,other,1028,<100,>7yr,3,male,none,4,car,33,none,own,1,unskilled_res,1,yes,yes,good
no_checking,24,existing_paid,furniture,2820,<100,1_to_4yr,3,female,none,2,savings_insurance,41,none,free,1,skilled,1,no,yes,bad
<0,12,existing_paid,radio_tv,250,500_to_1000,1_to_4yr,1,female,none,2,real_estate,48,none,own,1,unskilled_res,1,no,no,bad
<0,24,existing_paid,business,836,500_to_1000,<1yr,1,male,none,2,car,41,stores,own,2,skilled,1,yes,yes,good
no_checking,24,all_paid,furniture,656,100_to_500,1_to_4yr,3,male,none,2,unknown,59,bank,own,1,unskilled_res,1,yes,yes,good
0_to_200,24,existing_paid,furniture,1435,<100,>7yr,2,male,none,3,car,28,stores,own,1,highly_skilled,1,no,yes,good
0_to_200,24,existing_paid,radio_tv,1114,<100,4_to_7yr,1,male,none,1,car,46,none,own,1,unskilled_res,1,yes,yes,good
0_to_200,12,existing_paid,business,3707,<100,>7yr,4,male,guarantor,2,real_estate,36,none,own,2,skilled,1,no,yes,good
>200,12,critical,radio_tv,339,<100,1_to_4yr,1,male,none,3,real_estate,38,none,rent,1,skilled,1,no,yes,good
no_checking,18,critical,car_new,1883,<100,<1yr,3,male,none,2,real_estate,52,stores,own,1,skilled,1,no,yes,good
0_to_200,12,critical,business,2988,100_to_500,unemployed,3,male,none,4,savings_insurance,41,none,own,2,skilled,1,yes,yes,bad
<0,12,critical,furniture,9614,500_to_1000,1_to_4yr,4,male,none,3,unknown,41,bank,rent,1,skilled,2,no,yes,bad
0_to_200,72,existing_paid,radio_tv,1171,<100,>7yr,3,male,none,2,car,47,stores,own,2,skilled,1,yes,yes,bad
<0,24,delayed,education,2421,unknown,4_to_7yr,1,male,none,3,real_estate,31,none,own,1,skilled,1,no,no,bad
>200,24,existing_paid,car_new,356,100_to_500,1_to_4yr,3,male,none,2,real_estate,26,none,rent,2,skilled,1,yes,yes,good
0_to_200,48,no_credits,radio_tv,250,unknown,>7yr,4,male,none,3,savings_insurance,24,none,rent,2,skilled,1,no,yes,bad
